timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
100;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;8
300;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;12
300;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;11
300;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;5
400;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
400;BOT_TAKER;BOT_MAKER;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;6
500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;8
500;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;10
600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
1000;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
1700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;7
1800;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;2
2600;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;7
3100;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;3
3800;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9997.0;13
5200;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;6
5700;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
5800;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;4
7000;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;4
