session_id,day,total_pnl,emerald_pnl,tomato_pnl,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2,product_stats_json
0,-1,98831.0,0.0,0.0,9.966945885798454,0.999881110007794,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82321.0,""cash"":-877671.0,""position"":80,""slope_per_step"":8.314837982067393,""r_squared"":0.9999895908036118},""ASH_COATED_OSMIUM"":{""pnl"":16510.0,""cash"":-743566.0,""position"":76,""slope_per_step"":1.652107903731079,""r_squared"":0.9962046806813891}}"
1,0,99162.5,0.0,0.0,9.992470602919326,0.9998713231750099,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17491.0,""cash"":-662577.0,""position"":68,""slope_per_step"":1.7497376891773768,""r_squared"":0.9971095828073364},""INTARIAN_PEPPER_ROOT"":{""pnl"":81671.5,""cash"":-893321.0,""position"":75,""slope_per_step"":8.242732913741943,""r_squared"":0.999963400049549}}"
2,1,97464.59999999998,0.0,0.0,9.794863251048447,0.9998912481447495,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":15225.0,""cash"":-764853.0,""position"":78,""slope_per_step"":1.528426285316263,""r_squared"":0.9971235439068346},""INTARIAN_PEPPER_ROOT"":{""pnl"":82239.59999999998,""cash"":-953753.0,""position"":74,""slope_per_step"":8.266436965732185,""r_squared"":0.9999775172327559}}"
3,-1,102027.5,0.0,0.0,10.251826421965646,0.9998709345271716,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":19180.0,""cash"":-290851.0,""position"":31,""slope_per_step"":1.9486243063062432,""r_squared"":0.9960874070827486},""INTARIAN_PEPPER_ROOT"":{""pnl"":82847.5,""cash"":-817145.0,""position"":75,""slope_per_step"":8.303202115659397,""r_squared"":0.9999644456125755}}"
4,0,99050.59999999998,0.0,0.0,10.004837404242778,0.9998051841045267,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82888.59999999998,""cash"":-879104.0,""position"":74,""slope_per_step"":8.332282983789234,""r_squared"":0.999986412658858},""ASH_COATED_OSMIUM"":{""pnl"":16162.0,""cash"":-563896.0,""position"":58,""slope_per_step"":1.6725544204535443,""r_squared"":0.9949894827060499}}"
5,1,100907.0,0.0,0.0,10.137905245454439,0.9998935005444716,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18986.0,""cash"":-721088.0,""position"":74,""slope_per_step"":1.8522653542266536,""r_squared"":0.9956665624708186},""INTARIAN_PEPPER_ROOT"":{""pnl"":81921.0,""cash"":-1038071.0,""position"":80,""slope_per_step"":8.28563989122779,""r_squared"":0.9999619629453249}}"
6,-1,99690.0,0.0,0.0,9.975501276709423,0.9999331261053249,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16635.0,""cash"":-783445.0,""position"":80,""slope_per_step"":1.5929311302593112,""r_squared"":0.9969192635022235},""INTARIAN_PEPPER_ROOT"":{""pnl"":83055.0,""cash"":-876937.0,""position"":80,""slope_per_step"":8.382570146450107,""r_squared"":0.999973538385957}}"
7,0,98965.0,0.0,0.0,9.852425434692636,0.9998750715233994,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16042.0,""cash"":-634023.0,""position"":65,""slope_per_step"":1.5354659767926597,""r_squared"":0.9933141038777185},""INTARIAN_PEPPER_ROOT"":{""pnl"":82923.0,""cash"":-957069.0,""position"":80,""slope_per_step"":8.316959457899994,""r_squared"":0.9999063126258474}}"
8,1,97672.3999999999,0.0,0.0,9.731364079406665,0.9997649675573934,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82269.3999999999,""cash"":-981723.0,""position"":76,""slope_per_step"":8.281695486205974,""r_squared"":0.9999600886527448},""ASH_COATED_OSMIUM"":{""pnl"":15403.0,""cash"":-744673.0,""position"":76,""slope_per_step"":1.4496685932006859,""r_squared"":0.9919607744385268}}"
9,-1,98699.0,0.0,0.0,9.990810224669687,0.9999530151353794,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":15580.0,""cash"":-724494.0,""position"":74,""slope_per_step"":1.5995049135890491,""r_squared"":0.9986946509169943},""INTARIAN_PEPPER_ROOT"":{""pnl"":83119.0,""cash"":-876873.0,""position"":80,""slope_per_step"":8.391305311080629,""r_squared"":0.999984830409925}}"
