timestamp;buyer;seller;symbol;currency;price;quantity
200;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;12
700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;10
800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;9
900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;11
1500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11008.0;11
1700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11008.0;10
1900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11008.0;11
2600;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;5
3600;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
6600;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
8200;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;7
8900;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11003.0;3
9900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11005.0;3
10100;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
11800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
11900;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9999.0;10
15300;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
15700;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11009.0;7
16000;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11010.0;6
16400;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11022.0;5
17800;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;8
19800;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10009.0;5
19900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11015.0;5
20100;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11026.0;5
20800;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
21700;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11027.0;7
21800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11028.0;12
23700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;10
24200;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10009.0;2
24900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;5
25300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10009.0;5
25700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
27100;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
27500;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
29300;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11038.0;7
29400;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10004.0;6
30000;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;5
30300;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11036.0;7
30600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11037.0;9
30700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;5
30900;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
31100;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;9
32200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;3
32700;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
33200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
34700;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11043.0;5
36300;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11045.0;4
36700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11043.0;8
36900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;8
37000;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
38400;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11029.0;5
40300;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11035.0;1
40300;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11034.0;3
40400;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;9
43200;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;6
43600;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11049.0;3
44100;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11050.0;7
44400;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;14
44700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11040.0;8
44800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
45700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
47300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;3
49300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;3
50000;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11056.0;4
50500;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;7
52300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;10
52400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;2
52500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11048.0;6
52500;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;10
53900;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11043.0;5
58300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
61000;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;5
