timestamp;buyer;seller;symbol;currency;price;quantity
200;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;11
300;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;10
400;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;10
500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;11
600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;8
700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;9
800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;12
1300;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10002.0;2
1600;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;10996.0;6
1700;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;10996.0;3
1700;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;10995.0;3
1800;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;7
11400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;7
13400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
16500;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11010.0;8
17400;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
17700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
19900;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11025.0;6
21700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
22200;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9997.0;15
25400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
30000;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10004.0;4
31000;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;5
31100;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;13
32900;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;2
33700;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
35100;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;3
35900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;9
36400;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
38000;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;9
38000;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;10000.0;6
38700;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;7
39600;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;7
40800;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11035.0;3
44000;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11041.0;3
44400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10009.0;7
48700;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11054.0;7
48800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;7
50100;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11045.0;3
50200;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11047.0;4
50200;BOT;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11054.0;4
50800;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;10
53200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
53600;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9999.0;8
54200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
55900;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11061.0;6
57900;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;4
60900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
61000;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10004.0;9
