timestamp;buyer;seller;symbol;currency;price;quantity
500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;11
600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;10
700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;9
800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;8
900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
1600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;12
1700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;10
1900;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;7
3900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
3900;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;3
4200;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10004.0;3
4300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
4500;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
6200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;6
9800;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;2
10100;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
10200;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;4
10200;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;3
10500;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
11300;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;12
12000;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;4
12700;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;5
14200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
14600;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;5
15300;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;6
16200;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;3
16900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;7
18800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;10
20300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;3
20300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
