timestamp,symbol,price,quantity
0,ASH_COATED_OSMIUM,9981,65
0,ASH_COATED_OSMIUM,9999,15
0,ASH_COATED_OSMIUM,10021,-65
0,ASH_COATED_OSMIUM,10015,-15
0,INTARIAN_PEPPER_ROOT,12991,80
100,ASH_COATED_OSMIUM,9981,65
100,ASH_COATED_OSMIUM,10000,15
100,ASH_COATED_OSMIUM,10021,-65
100,ASH_COATED_OSMIUM,10018,-15
100,INTARIAN_PEPPER_ROOT,12994,80
200,ASH_COATED_OSMIUM,9981,65
200,ASH_COATED_OSMIUM,10000,15
200,ASH_COATED_OSMIUM,10021,-65
200,ASH_COATED_OSMIUM,10018,-15
200,INTARIAN_PEPPER_ROOT,12991,80
300,ASH_COATED_OSMIUM,10006,-4
300,ASH_COATED_OSMIUM,9981,65
300,ASH_COATED_OSMIUM,10000,15
300,ASH_COATED_OSMIUM,10021,-61
300,ASH_COATED_OSMIUM,10015,-15
300,INTARIAN_PEPPER_ROOT,12994,80
400,ASH_COATED_OSMIUM,9981,69
400,ASH_COATED_OSMIUM,10000,15
400,ASH_COATED_OSMIUM,10021,-61
400,ASH_COATED_OSMIUM,10015,-15
500,ASH_COATED_OSMIUM,9981,69
500,ASH_COATED_OSMIUM,10000,15
500,ASH_COATED_OSMIUM,10021,-61
500,ASH_COATED_OSMIUM,10016,-15
500,INTARIAN_PEPPER_ROOT,13007,10
500,INTARIAN_PEPPER_ROOT,12994,70
600,ASH_COATED_OSMIUM,9981,69
600,ASH_COATED_OSMIUM,10000,15
600,ASH_COATED_OSMIUM,10021,-61
600,ASH_COATED_OSMIUM,10015,-15
600,INTARIAN_PEPPER_ROOT,12995,70
700,ASH_COATED_OSMIUM,9981,84
700,ASH_COATED_OSMIUM,10021,-76
700,INTARIAN_PEPPER_ROOT,12995,70
800,ASH_COATED_OSMIUM,9981,69
800,ASH_COATED_OSMIUM,9999,15
800,ASH_COATED_OSMIUM,10021,-61
800,ASH_COATED_OSMIUM,10016,-15
900,ASH_COATED_OSMIUM,9981,69
900,ASH_COATED_OSMIUM,10000,15
900,ASH_COATED_OSMIUM,10021,-61
900,ASH_COATED_OSMIUM,10016,-15
900,INTARIAN_PEPPER_ROOT,12995,70
1000,ASH_COATED_OSMIUM,9981,69
1000,ASH_COATED_OSMIUM,10000,15
1000,ASH_COATED_OSMIUM,10021,-61
1000,ASH_COATED_OSMIUM,10018,-15
1000,INTARIAN_PEPPER_ROOT,12995,70
1100,ASH_COATED_OSMIUM,9981,84
1100,ASH_COATED_OSMIUM,10021,-76
1100,INTARIAN_PEPPER_ROOT,12995,70
1200,ASH_COATED_OSMIUM,9981,84
1200,ASH_COATED_OSMIUM,10021,-76
1200,INTARIAN_PEPPER_ROOT,12995,70
1300,ASH_COATED_OSMIUM,9981,69
1300,ASH_COATED_OSMIUM,10000,15
1300,ASH_COATED_OSMIUM,10021,-61
1300,ASH_COATED_OSMIUM,10016,-15
1300,INTARIAN_PEPPER_ROOT,12995,70
1400,ASH_COATED_OSMIUM,9981,69
1400,ASH_COATED_OSMIUM,10000,15
1400,ASH_COATED_OSMIUM,10021,-61
1400,ASH_COATED_OSMIUM,10016,-15
1400,INTARIAN_PEPPER_ROOT,13008,10
1400,INTARIAN_PEPPER_ROOT,12995,60
1500,ASH_COATED_OSMIUM,9981,69
1500,ASH_COATED_OSMIUM,10000,15
1500,ASH_COATED_OSMIUM,10021,-61
1500,ASH_COATED_OSMIUM,10016,-15
1500,INTARIAN_PEPPER_ROOT,12995,60
1600,ASH_COATED_OSMIUM,9981,69
1600,ASH_COATED_OSMIUM,10000,15
1600,ASH_COATED_OSMIUM,10021,-61
1600,ASH_COATED_OSMIUM,10019,-15
1600,INTARIAN_PEPPER_ROOT,12996,60
1700,ASH_COATED_OSMIUM,9981,69
1700,ASH_COATED_OSMIUM,10000,15
1700,ASH_COATED_OSMIUM,10021,-61
1700,ASH_COATED_OSMIUM,10017,-15
1700,INTARIAN_PEPPER_ROOT,12996,60
1800,ASH_COATED_OSMIUM,9981,69
1800,ASH_COATED_OSMIUM,10000,15
1800,ASH_COATED_OSMIUM,10021,-61
1800,ASH_COATED_OSMIUM,10016,-15
1800,INTARIAN_PEPPER_ROOT,12996,60
1900,ASH_COATED_OSMIUM,9981,69
1900,ASH_COATED_OSMIUM,10000,15
1900,ASH_COATED_OSMIUM,10021,-61
1900,ASH_COATED_OSMIUM,10017,-15
1900,INTARIAN_PEPPER_ROOT,12996,60
2000,ASH_COATED_OSMIUM,9981,69
2000,ASH_COATED_OSMIUM,10000,15
2000,ASH_COATED_OSMIUM,10021,-61
2000,ASH_COATED_OSMIUM,10017,-15
2000,INTARIAN_PEPPER_ROOT,12996,60
2100,ASH_COATED_OSMIUM,9981,69
2100,ASH_COATED_OSMIUM,10000,15
2100,ASH_COATED_OSMIUM,10021,-61
2100,ASH_COATED_OSMIUM,10018,-15
2100,INTARIAN_PEPPER_ROOT,12996,60
2200,ASH_COATED_OSMIUM,9981,84
2200,ASH_COATED_OSMIUM,10021,-76
2200,INTARIAN_PEPPER_ROOT,12996,60
2300,ASH_COATED_OSMIUM,9981,69
2300,ASH_COATED_OSMIUM,10000,15
2300,ASH_COATED_OSMIUM,10021,-61
2300,ASH_COATED_OSMIUM,10018,-15
2300,INTARIAN_PEPPER_ROOT,12996,60
2400,ASH_COATED_OSMIUM,9981,69
2400,ASH_COATED_OSMIUM,10000,15
2400,ASH_COATED_OSMIUM,10021,-61
2400,ASH_COATED_OSMIUM,10017,-15
2400,INTARIAN_PEPPER_ROOT,12996,60
2500,ASH_COATED_OSMIUM,9981,69
2500,ASH_COATED_OSMIUM,10000,15
2500,ASH_COATED_OSMIUM,10021,-61
2500,ASH_COATED_OSMIUM,10017,-15
2500,INTARIAN_PEPPER_ROOT,12993,60
2600,ASH_COATED_OSMIUM,9981,69
2600,ASH_COATED_OSMIUM,10000,15
2600,ASH_COATED_OSMIUM,10021,-61
2600,ASH_COATED_OSMIUM,10017,-15
2600,INTARIAN_PEPPER_ROOT,12993,60
2700,ASH_COATED_OSMIUM,9981,69
2700,ASH_COATED_OSMIUM,10000,15
2700,ASH_COATED_OSMIUM,10021,-61
2700,ASH_COATED_OSMIUM,10019,-15
2700,INTARIAN_PEPPER_ROOT,12997,60
2800,ASH_COATED_OSMIUM,9981,69
2800,ASH_COATED_OSMIUM,10000,15
2800,ASH_COATED_OSMIUM,10021,-61
2800,ASH_COATED_OSMIUM,10017,-15
2800,INTARIAN_PEPPER_ROOT,12997,60
2900,ASH_COATED_OSMIUM,9981,69
2900,ASH_COATED_OSMIUM,10000,15
2900,ASH_COATED_OSMIUM,10021,-61
2900,ASH_COATED_OSMIUM,10016,-15
2900,INTARIAN_PEPPER_ROOT,12997,60
3000,ASH_COATED_OSMIUM,9981,69
3000,ASH_COATED_OSMIUM,10000,15
3000,ASH_COATED_OSMIUM,10021,-61
3000,ASH_COATED_OSMIUM,10017,-15
3000,INTARIAN_PEPPER_ROOT,12997,60
3100,ASH_COATED_OSMIUM,9981,69
3100,ASH_COATED_OSMIUM,10000,15
3100,ASH_COATED_OSMIUM,10021,-61
3100,ASH_COATED_OSMIUM,10019,-15
3100,INTARIAN_PEPPER_ROOT,12994,60
3200,ASH_COATED_OSMIUM,9981,75
3200,ASH_COATED_OSMIUM,10000,15
3200,ASH_COATED_OSMIUM,10021,-55
3200,ASH_COATED_OSMIUM,10019,-15
3200,INTARIAN_PEPPER_ROOT,12997,60
3300,ASH_COATED_OSMIUM,9981,75
3300,ASH_COATED_OSMIUM,10000,15
3300,ASH_COATED_OSMIUM,10021,-55
3300,ASH_COATED_OSMIUM,10016,-15
3300,INTARIAN_PEPPER_ROOT,12997,60
3400,ASH_COATED_OSMIUM,10011,-6
3400,ASH_COATED_OSMIUM,9981,75
3400,ASH_COATED_OSMIUM,10000,15
3400,ASH_COATED_OSMIUM,10021,-49
3400,ASH_COATED_OSMIUM,10016,-15
3400,INTARIAN_PEPPER_ROOT,13010,11
3400,INTARIAN_PEPPER_ROOT,12997,49
3500,ASH_COATED_OSMIUM,9981,81
3500,ASH_COATED_OSMIUM,10000,15
3500,ASH_COATED_OSMIUM,10021,-49
3500,ASH_COATED_OSMIUM,10016,-15
3500,INTARIAN_PEPPER_ROOT,12997,49
3600,ASH_COATED_OSMIUM,9981,81
3600,ASH_COATED_OSMIUM,10000,15
3600,ASH_COATED_OSMIUM,10021,-49
3600,ASH_COATED_OSMIUM,10016,-15
3600,INTARIAN_PEPPER_ROOT,12998,49
3700,ASH_COATED_OSMIUM,9981,81
3700,ASH_COATED_OSMIUM,10000,15
3700,ASH_COATED_OSMIUM,10021,-49
3700,ASH_COATED_OSMIUM,10015,-15
3700,INTARIAN_PEPPER_ROOT,12998,49
3800,ASH_COATED_OSMIUM,9981,81
3800,ASH_COATED_OSMIUM,9999,15
3800,ASH_COATED_OSMIUM,10021,-49
3800,ASH_COATED_OSMIUM,10016,-15
3800,INTARIAN_PEPPER_ROOT,12998,49
3900,ASH_COATED_OSMIUM,9981,81
3900,ASH_COATED_OSMIUM,10000,15
3900,ASH_COATED_OSMIUM,10021,-49
3900,ASH_COATED_OSMIUM,10016,-15
3900,INTARIAN_PEPPER_ROOT,12998,49
4000,ASH_COATED_OSMIUM,9981,81
4000,ASH_COATED_OSMIUM,10000,15
4000,ASH_COATED_OSMIUM,10021,-49
4000,ASH_COATED_OSMIUM,10015,-15
4000,INTARIAN_PEPPER_ROOT,12998,49
4100,ASH_COATED_OSMIUM,9981,96
4100,ASH_COATED_OSMIUM,10021,-64
4100,INTARIAN_PEPPER_ROOT,12998,49
4200,ASH_COATED_OSMIUM,9981,81
4200,ASH_COATED_OSMIUM,9999,15
4200,ASH_COATED_OSMIUM,10021,-49
4200,ASH_COATED_OSMIUM,10018,-15
4200,INTARIAN_PEPPER_ROOT,12995,49
4300,ASH_COATED_OSMIUM,9981,96
4300,ASH_COATED_OSMIUM,10021,-64
4300,INTARIAN_PEPPER_ROOT,12995,49
4400,ASH_COATED_OSMIUM,9981,81
4400,ASH_COATED_OSMIUM,10000,15
4400,ASH_COATED_OSMIUM,10021,-49
4400,ASH_COATED_OSMIUM,10016,-15
4400,INTARIAN_PEPPER_ROOT,12998,49
4500,ASH_COATED_OSMIUM,9981,81
4500,ASH_COATED_OSMIUM,10000,15
4500,ASH_COATED_OSMIUM,10021,-49
4500,ASH_COATED_OSMIUM,10017,-15
4500,INTARIAN_PEPPER_ROOT,12998,49
4600,ASH_COATED_OSMIUM,9981,81
4600,ASH_COATED_OSMIUM,10000,15
4600,ASH_COATED_OSMIUM,10021,-49
4600,ASH_COATED_OSMIUM,10017,-15
4600,INTARIAN_PEPPER_ROOT,12999,49
4700,ASH_COATED_OSMIUM,9981,81
4700,ASH_COATED_OSMIUM,10000,15
4700,ASH_COATED_OSMIUM,10021,-49
4700,ASH_COATED_OSMIUM,10019,-15
4700,INTARIAN_PEPPER_ROOT,12999,49
4800,ASH_COATED_OSMIUM,10006,-3
4800,ASH_COATED_OSMIUM,9981,81
4800,ASH_COATED_OSMIUM,10000,15
4800,ASH_COATED_OSMIUM,10021,-46
4800,ASH_COATED_OSMIUM,10016,-15
4900,ASH_COATED_OSMIUM,9981,84
4900,ASH_COATED_OSMIUM,10000,15
4900,ASH_COATED_OSMIUM,10021,-46
4900,ASH_COATED_OSMIUM,10016,-15
4900,INTARIAN_PEPPER_ROOT,12999,49
5000,ASH_COATED_OSMIUM,9981,84
5000,ASH_COATED_OSMIUM,10000,15
5000,ASH_COATED_OSMIUM,10021,-46
5000,ASH_COATED_OSMIUM,10016,-15
5000,INTARIAN_PEPPER_ROOT,12999,49
5100,ASH_COATED_OSMIUM,9981,84
5100,ASH_COATED_OSMIUM,10000,15
5100,ASH_COATED_OSMIUM,10021,-46
5100,ASH_COATED_OSMIUM,10005,-15
5100,INTARIAN_PEPPER_ROOT,12999,49
5200,ASH_COATED_OSMIUM,9981,84
5200,ASH_COATED_OSMIUM,10000,15
5200,ASH_COATED_OSMIUM,10021,-46
5200,ASH_COATED_OSMIUM,10016,-15
5200,INTARIAN_PEPPER_ROOT,12999,49
5300,ASH_COATED_OSMIUM,9981,84
5300,ASH_COATED_OSMIUM,10000,15
5300,ASH_COATED_OSMIUM,10021,-46
5300,ASH_COATED_OSMIUM,10016,-15
5300,INTARIAN_PEPPER_ROOT,12999,49
5400,ASH_COATED_OSMIUM,9981,84
5400,ASH_COATED_OSMIUM,10000,15
5400,ASH_COATED_OSMIUM,10021,-46
5400,ASH_COATED_OSMIUM,10019,-15
5400,INTARIAN_PEPPER_ROOT,12999,49
5500,ASH_COATED_OSMIUM,9981,84
5500,ASH_COATED_OSMIUM,10000,15
5500,ASH_COATED_OSMIUM,10021,-46
5500,ASH_COATED_OSMIUM,10019,-15
5500,INTARIAN_PEPPER_ROOT,12999,49
5600,ASH_COATED_OSMIUM,9981,84
5600,ASH_COATED_OSMIUM,9999,15
5600,ASH_COATED_OSMIUM,10021,-46
5600,ASH_COATED_OSMIUM,10016,-15
5600,INTARIAN_PEPPER_ROOT,13000,49
5700,ASH_COATED_OSMIUM,9981,76
5700,ASH_COATED_OSMIUM,10000,15
5700,ASH_COATED_OSMIUM,10021,-54
5700,ASH_COATED_OSMIUM,10016,-15
5700,INTARIAN_PEPPER_ROOT,12996,49
5800,ASH_COATED_OSMIUM,9981,76
5800,ASH_COATED_OSMIUM,10000,15
5800,ASH_COATED_OSMIUM,10021,-54
5800,ASH_COATED_OSMIUM,10019,-15
5800,INTARIAN_PEPPER_ROOT,13000,49
5900,ASH_COATED_OSMIUM,9981,76
5900,ASH_COATED_OSMIUM,10000,15
5900,ASH_COATED_OSMIUM,10021,-54
5900,ASH_COATED_OSMIUM,10017,-15
5900,INTARIAN_PEPPER_ROOT,13000,49
6000,ASH_COATED_OSMIUM,9981,76
6000,ASH_COATED_OSMIUM,10000,15
6000,ASH_COATED_OSMIUM,10021,-54
6000,ASH_COATED_OSMIUM,10016,-15
6000,INTARIAN_PEPPER_ROOT,13000,49
6100,ASH_COATED_OSMIUM,9981,76
6100,ASH_COATED_OSMIUM,10000,15
6100,ASH_COATED_OSMIUM,10021,-54
6100,ASH_COATED_OSMIUM,10019,-15
6100,INTARIAN_PEPPER_ROOT,13011,49
6200,ASH_COATED_OSMIUM,9981,76
6200,ASH_COATED_OSMIUM,10000,15
6200,ASH_COATED_OSMIUM,10021,-54
6200,ASH_COATED_OSMIUM,10016,-15
6200,INTARIAN_PEPPER_ROOT,13000,49
6300,ASH_COATED_OSMIUM,9981,76
6300,ASH_COATED_OSMIUM,10000,15
6300,ASH_COATED_OSMIUM,10021,-54
6300,ASH_COATED_OSMIUM,10016,-15
6300,INTARIAN_PEPPER_ROOT,13000,49
6400,ASH_COATED_OSMIUM,9981,76
6400,ASH_COATED_OSMIUM,10000,15
6400,ASH_COATED_OSMIUM,10021,-54
6400,ASH_COATED_OSMIUM,10018,-15
6400,INTARIAN_PEPPER_ROOT,13000,49
6500,ASH_COATED_OSMIUM,9981,76
6500,ASH_COATED_OSMIUM,10000,15
6500,ASH_COATED_OSMIUM,10021,-54
6500,ASH_COATED_OSMIUM,10006,-15
6500,INTARIAN_PEPPER_ROOT,13000,45
6600,ASH_COATED_OSMIUM,9981,91
6600,ASH_COATED_OSMIUM,10021,-69
6600,INTARIAN_PEPPER_ROOT,13001,45
6700,ASH_COATED_OSMIUM,9981,76
6700,ASH_COATED_OSMIUM,10000,15
6700,ASH_COATED_OSMIUM,10021,-54
6700,ASH_COATED_OSMIUM,10018,-15
6700,INTARIAN_PEPPER_ROOT,13001,45
6800,ASH_COATED_OSMIUM,9981,76
6800,ASH_COATED_OSMIUM,10000,15
6800,ASH_COATED_OSMIUM,10021,-54
6800,ASH_COATED_OSMIUM,10016,-15
6800,INTARIAN_PEPPER_ROOT,13001,45
6900,ASH_COATED_OSMIUM,9981,76
6900,ASH_COATED_OSMIUM,10000,15
6900,ASH_COATED_OSMIUM,10021,-54
6900,ASH_COATED_OSMIUM,10016,-15
6900,INTARIAN_PEPPER_ROOT,13001,45
7000,ASH_COATED_OSMIUM,9981,76
7000,ASH_COATED_OSMIUM,9999,15
7000,ASH_COATED_OSMIUM,10021,-54
7000,ASH_COATED_OSMIUM,10018,-15
7000,INTARIAN_PEPPER_ROOT,13001,45
7100,ASH_COATED_OSMIUM,10010,-9
7100,ASH_COATED_OSMIUM,9981,76
7100,ASH_COATED_OSMIUM,10000,15
7100,ASH_COATED_OSMIUM,10021,-45
7100,ASH_COATED_OSMIUM,10015,-15
7100,INTARIAN_PEPPER_ROOT,13001,45
7200,ASH_COATED_OSMIUM,9981,85
7200,ASH_COATED_OSMIUM,10000,15
7200,ASH_COATED_OSMIUM,10021,-45
7200,ASH_COATED_OSMIUM,10016,-15
7200,INTARIAN_PEPPER_ROOT,13001,45
7300,ASH_COATED_OSMIUM,9981,85
7300,ASH_COATED_OSMIUM,10000,15
7300,ASH_COATED_OSMIUM,10021,-45
7300,ASH_COATED_OSMIUM,10016,-15
7300,INTARIAN_PEPPER_ROOT,13001,45
7400,ASH_COATED_OSMIUM,9981,85
7400,ASH_COATED_OSMIUM,10000,15
7400,ASH_COATED_OSMIUM,10021,-45
7400,ASH_COATED_OSMIUM,10016,-15
7400,INTARIAN_PEPPER_ROOT,13014,8
7400,INTARIAN_PEPPER_ROOT,13001,37
7500,ASH_COATED_OSMIUM,9981,85
7500,ASH_COATED_OSMIUM,9999,15
7500,ASH_COATED_OSMIUM,10021,-45
7500,ASH_COATED_OSMIUM,10016,-15
7500,INTARIAN_PEPPER_ROOT,13001,37
7600,ASH_COATED_OSMIUM,9981,90
7600,ASH_COATED_OSMIUM,10000,15
7600,ASH_COATED_OSMIUM,10021,-40
7600,ASH_COATED_OSMIUM,10016,-15
7700,ASH_COATED_OSMIUM,9981,90
7700,ASH_COATED_OSMIUM,10000,15
7700,ASH_COATED_OSMIUM,10021,-40
7700,ASH_COATED_OSMIUM,10016,-15
7700,INTARIAN_PEPPER_ROOT,13002,37
