day;timestamp;product;fair_value;position;cash;mtm_pnl
0;0;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;0;INTARIAN_PEPPER_ROOT;12000.0;0;0.0;0.0
0;100;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;100;INTARIAN_PEPPER_ROOT;12000.1;0;0.0;0.0
0;200;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;200;INTARIAN_PEPPER_ROOT;12000.2;12;-144084.0;-81.59999999997672
0;300;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;300;INTARIAN_PEPPER_ROOT;12000.3;21;-252147.0;-140.70000000001164
0;400;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;400;INTARIAN_PEPPER_ROOT;12000.4;33;-396231.0;-217.79999999998836
0;500;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;500;INTARIAN_PEPPER_ROOT;12000.5;44;-528308.0;-286.0
0;600;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;600;INTARIAN_PEPPER_ROOT;12000.6;44;-528308.0;-281.5999999999767
0;700;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;700;INTARIAN_PEPPER_ROOT;12000.7;53;-636371.0;-333.89999999990687
0;800;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;800;INTARIAN_PEPPER_ROOT;12000.8;63;-756441.0;-390.60000000009313
0;900;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;900;INTARIAN_PEPPER_ROOT;12000.9;71;-852497.0;-433.0999999999767
0;1000;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1000;INTARIAN_PEPPER_ROOT;12001.0;71;-852497.0;-426.0
0;1100;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1100;INTARIAN_PEPPER_ROOT;12001.1;71;-852497.0;-418.9000000000233
0;1200;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1200;INTARIAN_PEPPER_ROOT;12001.2;71;-852497.0;-411.79999999993015
0;1300;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1300;INTARIAN_PEPPER_ROOT;12001.3;71;-852497.0;-404.70000000006985
0;1400;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1400;INTARIAN_PEPPER_ROOT;12001.4;71;-852497.0;-397.5999999999767
0;1500;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1500;INTARIAN_PEPPER_ROOT;12001.5;71;-852497.0;-390.5
0;1600;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1600;INTARIAN_PEPPER_ROOT;12001.6;71;-852497.0;-383.4000000000233
0;1700;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1700;INTARIAN_PEPPER_ROOT;12001.7;71;-852497.0;-376.29999999993015
0;1800;ASH_COATED_OSMIUM;10001.0;0;0.0;0.0
0;1800;INTARIAN_PEPPER_ROOT;12001.8;71;-852497.0;-369.20000000006985
0;1900;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;1900;INTARIAN_PEPPER_ROOT;12001.9;71;-852497.0;-362.0999999999767
0;2000;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2000;INTARIAN_PEPPER_ROOT;12002.0;71;-852497.0;-355.0
0;2100;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2100;INTARIAN_PEPPER_ROOT;12002.1;71;-852497.0;-347.9000000000233
0;2200;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2200;INTARIAN_PEPPER_ROOT;12002.2;71;-852497.0;-340.79999999993015
0;2300;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2300;INTARIAN_PEPPER_ROOT;12002.3;71;-852497.0;-333.70000000006985
0;2400;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2400;INTARIAN_PEPPER_ROOT;12002.4;71;-852497.0;-326.5999999999767
0;2500;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2500;INTARIAN_PEPPER_ROOT;12002.5;71;-852497.0;-319.5
0;2600;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2600;INTARIAN_PEPPER_ROOT;12002.6;71;-852497.0;-312.4000000000233
0;2700;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2700;INTARIAN_PEPPER_ROOT;12002.7;71;-852497.0;-305.29999999993015
0;2800;ASH_COATED_OSMIUM;10001.0;9;-89946.0;63.0
0;2800;INTARIAN_PEPPER_ROOT;12002.8;71;-852497.0;-298.20000000006985
0;2900;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;2900;INTARIAN_PEPPER_ROOT;12002.9;71;-852497.0;-291.0999999999767
0;3000;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3000;INTARIAN_PEPPER_ROOT;12003.0;71;-852497.0;-284.0
0;3100;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3100;INTARIAN_PEPPER_ROOT;12003.1;71;-852497.0;-276.9000000000233
0;3200;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3200;INTARIAN_PEPPER_ROOT;12003.2;71;-852497.0;-269.79999999993015
0;3300;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3300;INTARIAN_PEPPER_ROOT;12003.3;71;-852497.0;-262.70000000006985
0;3400;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3400;INTARIAN_PEPPER_ROOT;12003.4;71;-852497.0;-255.59999999997672
0;3500;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3500;INTARIAN_PEPPER_ROOT;12003.5;71;-852497.0;-248.5
0;3600;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3600;INTARIAN_PEPPER_ROOT;12003.6;71;-852497.0;-241.40000000002328
0;3700;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3700;INTARIAN_PEPPER_ROOT;12003.7;71;-852497.0;-234.29999999993015
0;3800;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3800;INTARIAN_PEPPER_ROOT;12003.8;71;-852497.0;-227.20000000006985
0;3900;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;3900;INTARIAN_PEPPER_ROOT;12003.9;71;-852497.0;-220.09999999997672
0;4000;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4000;INTARIAN_PEPPER_ROOT;12004.0;71;-852497.0;-213.0
0;4100;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4100;INTARIAN_PEPPER_ROOT;12004.1;71;-852497.0;-205.90000000002328
0;4200;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4200;INTARIAN_PEPPER_ROOT;12004.2;71;-852497.0;-198.79999999993015
0;4300;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4300;INTARIAN_PEPPER_ROOT;12004.3;71;-852497.0;-191.70000000006985
0;4400;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4400;INTARIAN_PEPPER_ROOT;12004.4;71;-852497.0;-184.59999999997672
0;4500;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4500;INTARIAN_PEPPER_ROOT;12004.5;71;-852497.0;-177.5
0;4600;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4600;INTARIAN_PEPPER_ROOT;12004.6;71;-852497.0;-170.40000000002328
0;4700;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4700;INTARIAN_PEPPER_ROOT;12004.7;71;-852497.0;-163.29999999993015
0;4800;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4800;INTARIAN_PEPPER_ROOT;12004.8;71;-852497.0;-156.20000000006985
0;4900;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;4900;INTARIAN_PEPPER_ROOT;12004.9;71;-852497.0;-149.09999999997672
0;5000;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5000;INTARIAN_PEPPER_ROOT;12005.0;71;-852497.0;-142.0
0;5100;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5100;INTARIAN_PEPPER_ROOT;12005.1;71;-852497.0;-134.90000000002328
0;5200;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5200;INTARIAN_PEPPER_ROOT;12005.2;71;-852497.0;-127.79999999993015
0;5300;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5300;INTARIAN_PEPPER_ROOT;12005.3;71;-852497.0;-120.70000000006985
0;5400;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5400;INTARIAN_PEPPER_ROOT;12005.4;71;-852497.0;-113.59999999997672
0;5500;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5500;INTARIAN_PEPPER_ROOT;12005.5;71;-852497.0;-106.5
0;5600;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5600;INTARIAN_PEPPER_ROOT;12005.6;71;-852497.0;-99.40000000002328
0;5700;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5700;INTARIAN_PEPPER_ROOT;12005.7;71;-852497.0;-92.29999999993015
0;5800;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5800;INTARIAN_PEPPER_ROOT;12005.8;71;-852497.0;-85.20000000006985
0;5900;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;5900;INTARIAN_PEPPER_ROOT;12005.9;71;-852497.0;-78.09999999997672
0;6000;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6000;INTARIAN_PEPPER_ROOT;12006.0;71;-852497.0;-71.0
0;6100;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6100;INTARIAN_PEPPER_ROOT;12006.1;71;-852497.0;-63.90000000002328
0;6200;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6200;INTARIAN_PEPPER_ROOT;12006.2;71;-852497.0;-56.79999999993015
0;6300;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6300;INTARIAN_PEPPER_ROOT;12006.3;71;-852497.0;-49.70000000006985
0;6400;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6400;INTARIAN_PEPPER_ROOT;12006.4;66;-792437.0;-14.599999999976717
0;6500;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6500;INTARIAN_PEPPER_ROOT;12006.5;76;-912567.0;-73.0
0;6600;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6600;INTARIAN_PEPPER_ROOT;12006.6;76;-912567.0;-65.40000000002328
0;6700;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6700;INTARIAN_PEPPER_ROOT;12006.7;76;-912567.0;-57.79999999993015
0;6800;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6800;INTARIAN_PEPPER_ROOT;12006.8;76;-912567.0;-50.20000000006985
0;6900;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;6900;INTARIAN_PEPPER_ROOT;12006.9;76;-912567.0;-42.59999999997672
0;7000;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;7000;INTARIAN_PEPPER_ROOT;12007.0;76;-912567.0;-35.0
0;7100;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;7100;INTARIAN_PEPPER_ROOT;12007.1;76;-912567.0;-27.400000000023283
0;7200;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;7200;INTARIAN_PEPPER_ROOT;12007.2;76;-912567.0;-19.79999999993015
0;7300;ASH_COATED_OSMIUM;10001.0;4;-39906.0;98.0
0;7300;INTARIAN_PEPPER_ROOT;12007.3;76;-912567.0;-12.20000000006985
0;7400;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
0;7400;INTARIAN_PEPPER_ROOT;12007.4;76;-912567.0;-4.599999999976717
0;7500;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
0;7500;INTARIAN_PEPPER_ROOT;12007.5;76;-912567.0;3.0
0;7600;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
0;7600;INTARIAN_PEPPER_ROOT;12007.6;76;-912567.0;10.599999999976717
0;7700;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
0;7700;INTARIAN_PEPPER_ROOT;12007.7;76;-912567.0;18.20000000006985
0;7800;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
0;7800;INTARIAN_PEPPER_ROOT;12007.8;70;-840489.0;57.0
0;7900;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
0;7900;INTARIAN_PEPPER_ROOT;12007.9;70;-840489.0;64.0
0;8000;ASH_COATED_OSMIUM;10001.0;-2;20142.0;140.0
