timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;8
200;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
300;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;9
400;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;11
700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;9
800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;10
1900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;9
2900;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
6400;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;5
6500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12013.0;10
7400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
7800;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12013.0;6
8100;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12003.0;7
9900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;3
10200;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
11900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
13600;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12019.0;7
14000;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12020.0;5
14200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
14300;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12021.0;12
16900;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;5
17000;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
18800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;3
20700;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12026.0;3
21200;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12016.0;3
21200;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12015.0;4
21800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;3
22100;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12016.0;6
23600;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12029.0;6
23700;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12029.0;3
26200;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12032.0;3
26500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12033.0;10
26500;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;3
26800;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;3
27700;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9997.0;14
28600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12024.0;2
28600;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;3
29300;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;5
31200;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;2
31200;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12035.0;4
31200;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12025.0;3
36400;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
37200;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;12043.0;3
38000;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;10
38000;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12033.0;3
