timestamp;buyer;seller;symbol;currency;price;quantity
500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13007.0;9
600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13007.0;12
700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13007.0;8
800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;12996.0;8
800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13007.0;8
900;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13007.0;10
1400;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13008.0;12
1500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;13008.0;10
2200;SUBMISSION;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12997.0;3
2200;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12996.0;3
3500;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;12997.0;5
4200;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;7
5000;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;6
5300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
6000;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9997.0;8
8300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;5
8900;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;9
9200;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;2
9900;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;2
12600;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;10001.0;2
13400;BOT;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10005.0;2
15100;BOT_MAKER;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;10005.0;5
