day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;0;PICNIC_BASKET2;30094;11;30093;27;;;30099;1;30100;37;;;30096.5;0.0
2;0;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;0.0
2;0;KELP;2044;23;;;;;2047;22;;;;;2045.5;0.0
2;0;DJEMBES;13419;62;;;;;13420;62;;;;;13419.5;0.0
2;0;CROISSANTS;4265;64;4264;59;;;4266;123;;;;;4265.5;0.0
2;0;JAMS;6519;59;6518;196;;;6520;59;6521;196;;;6519.5;0.0
2;0;SQUID_INK;1799;23;;;;;1802;22;;;;;1800.5;0.0
2;0;PICNIC_BASKET1;58702;11;58701;27;;;58712;11;58713;27;;;58707.0;0.0
2;100;RAINFOREST_RESIN;9992;27;;;;;9999;1;10008;27;;;9995.5;0.0
2;100;DJEMBES;13419;20;13418;47;;;13420;67;;;;;13419.5;-49.125
2;100;KELP;2044;26;;;;;2046;5;2047;26;;;2045.0;0.0
2;100;SQUID_INK;1800;26;;;;;1802;5;1803;26;;;1801.0;0.0
2;100;PICNIC_BASKET1;58709;3;58704;19;58703;20;58715;19;58716;20;;;58712.0;-82.25
2;100;CROISSANTS;4265;48;4264;54;;;4266;102;;;;;4265.5;0.0
2;100;JAMS;6519;224;;;;;6521;224;;;;;6520.0;-53.9375
2;100;PICNIC_BASKET2;30096;3;30093;39;;;30099;19;30100;20;;;30097.5;0.0
2;200;SQUID_INK;1803;1;1801;32;;;1804;32;;;;;1803.5;0.0
2;200;PICNIC_BASKET1;58711;2;58710;13;58709;20;58720;2;58721;13;58722;20;58715.5;-166.5625
2;200;PICNIC_BASKET2;30092;15;30091;20;;;30097;2;30098;33;;;30094.5;0.0
2;200;JAMS;6519;50;6518;123;;;6520;50;6521;123;;;6519.5;-178.25
2;200;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;1.0
2;200;DJEMBES;13419;20;13418;45;;;13420;65;;;;;13419.5;-46.0
2;200;KELP;2046;1;2044;32;;;2047;32;;;;;2046.5;0.0
2;200;CROISSANTS;4265;112;;;;;4266;112;;;;;4265.5;0.0
2;300;CROISSANTS;4265;109;;;;;4266;109;;;;;4265.5;0.0
2;300;JAMS;6519;83;6518;163;;;6520;73;6521;163;;;6519.5;-180.25
2;300;KELP;2044;27;;;;;2047;28;;;;;2045.5;0.31591796875
2;300;SQUID_INK;1801;27;;;;;1804;28;;;;;1802.5;0.0
2;300;PICNIC_BASKET1;58712;1;58711;15;58710;18;58721;1;58722;15;58723;18;58716.5;-191.8125
2;300;PICNIC_BASKET2;30093;1;30092;33;;;30098;1;30099;33;;;30095.5;0.0
2;300;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;1.0
2;300;DJEMBES;13419;62;;;;;13420;62;;;;;13419.5;-25.75
2;400;PICNIC_BASKET2;30096;46;;;;;30103;46;;;;;30099.5;0.0
2;400;CROISSANTS;4266;55;4265;52;;;4267;107;;;;;4266.5;0.0
2;400;JAMS;6519;52;6518;121;;;6520;52;6521;121;;;6519.5;-150.5
2;400;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;1.0
2;400;DJEMBES;13419;68;;;;;13420;30;13421;38;;;13419.5;-11.5625
2;400;KELP;2044;30;;;;;2047;25;;;;;2045.5;0.3759765625
2;400;SQUID_INK;1800;30;;;;;1803;25;;;;;1801.5;0.0
2;400;PICNIC_BASKET1;58710;16;58709;30;;;58721;16;58722;30;;;58715.5;-179.125
2;500;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;1.0
2;500;DJEMBES;13419;57;;;;;13420;20;13421;37;;;13419.5;-14.5
2;500;CROISSANTS;4265;127;;;;;4266;39;4267;88;;;4265.5;0.0
2;500;JAMS;6518;248;;;;;6520;248;;;;;6519.0;-109.25
2;500;KELP;2044;22;;;;;2047;22;;;;;2045.5;0.33544921875
2;500;SQUID_INK;1801;22;;;;;1804;22;;;;;1802.5;0.0
2;500;PICNIC_BASKET1;58710;14;58709;20;;;58721;14;58722;20;;;58715.5;-277.25
2;500;PICNIC_BASKET2;30097;34;;;;;30103;14;30104;20;;;30100.0;0.0
2;600;SQUID_INK;1802;25;;;;;1803;2;1805;25;;;1802.5;0.0
2;600;PICNIC_BASKET1;58701;14;58700;23;;;58712;14;58713;23;;;58706.5;69.25
2;600;PICNIC_BASKET2;30095;37;;;;;30101;14;30102;23;;;30098.0;0.0
2;600;CROISSANTS;4264;121;;;;;4266;121;;;;;4265.0;0.0
2;600;JAMS;6518;187;;;;;6520;187;;;;;6519.0;-90.25
2;600;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;1.0
2;600;DJEMBES;13419;66;;;;;13420;66;;;;;13419.5;-32.1875
2;600;KELP;2044;25;;;;;2046;2;2047;25;;;2045.0;1.3408203125
2;700;KELP;2044;28;;;;;2047;23;;;;;2045.5;1.98681640625
2;700;CROISSANTS;4265;64;4264;77;;;4266;141;;;;;4265.5;0.0
2;700;JAMS;6519;220;;;;;6520;3;6521;220;;;6519.5;-447.5
2;700;PICNIC_BASKET1;58706;12;58705;18;;;58717;12;58718;18;;;58711.5;-309.75
2;700;SQUID_INK;1803;5;1802;23;;;1806;23;;;;;1804.5;0.0
2;700;PICNIC_BASKET2;30097;30;;;;;30103;12;30104;18;;;30100.0;0.0
2;700;RAINFOREST_RESIN;9992;30;;;;;9997;9;10008;30;;;9994.5;1.0
2;700;DJEMBES;13419;62;;;;;13421;62;;;;;13420.0;-4.1875
2;800;PICNIC_BASKET2;30100;1;30099;38;;;30105;11;30106;28;;;30102.5;0.0
2;800;KELP;2043;28;;;;;2047;28;;;;;2045.0;2.8759765625
2;800;CROISSANTS;4265;117;;;;;4266;48;4267;69;;;4265.5;0.0
2;800;JAMS;6519;214;;;;;6521;214;;;;;6520.0;-364.0
2;800;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;28.0
2;800;DJEMBES;13419;60;;;;;13421;60;;;;;13420.0;0.125
2;800;PICNIC_BASKET1;58710;1;58709;10;58708;28;58719;1;58720;10;58721;28;58714.5;-468.75
2;800;SQUID_INK;1804;28;;;;;1807;28;;;;;1805.5;0.0
2;900;RAINFOREST_RESIN;9992;32;;;;;9998;4;10008;32;;;9995.0;28.0
2;900;DJEMBES;13419;6;13418;65;;;13420;65;;;;;13419.5;-52.5625
2;900;KELP;2043;21;;;;;2047;21;;;;;2045.0;2.84912109375
2;900;CROISSANTS;4265;121;;;;;4266;121;;;;;4265.5;0.0
2;900;JAMS;6519;174;;;;;6521;174;;;;;6520.0;-372.5
2;900;PICNIC_BASKET1;58716;3;58707;14;58706;24;58718;38;;;;;58717.0;-329.0
2;900;SQUID_INK;1803;21;;;;;1806;21;;;;;1804.5;0.0
2;900;PICNIC_BASKET2;30100;3;30095;38;;;30101;14;30102;24;;;30100.5;0.0
2;1000;PICNIC_BASKET1;58720;2;58719;18;58718;30;58729;2;58730;18;58731;30;58724.5;-1059.25
2;1000;SQUID_INK;1804;30;;;;;1807;30;;;;;1805.5;0.0
2;1000;PICNIC_BASKET2;30105;2;30104;48;;;30110;2;30111;48;;;30107.5;0.0
2;1000;KELP;2043;30;;;;;2047;30;;;;;2045.0;11.3525390625
2;1000;CROISSANTS;4266;105;;;;;4267;40;4268;65;;;4266.5;0.0
2;1000;JAMS;6520;265;;;;;6522;265;;;;;6521.0;-703.0
2;1000;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;36.0
2;1000;DJEMBES;13418;78;;;;;13419;30;13420;48;;;13418.5;-75.3125
2;1100;KELP;2043;30;;;;;2047;30;;;;;2045.0;10.904296875
2;1100;CROISSANTS;4266;127;;;;;4267;127;;;;;4266.5;0.0
2;1100;JAMS;6521;270;;;;;6523;270;;;;;6522.0;-1095.0
2;1100;PICNIC_BASKET1;58720;2;58719;19;58718;27;58729;2;58730;19;58731;27;58724.5;-1088.0
2;1100;SQUID_INK;1804;30;;;;;1807;30;;;;;1805.5;0.0
2;1100;PICNIC_BASKET2;30107;21;30106;27;;;30112;2;30113;46;;;30109.5;0.0
2;1100;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;36.0
2;1100;DJEMBES;13418;63;;;;;13419;27;13420;36;;;13418.5;-68.0625
2;1200;PICNIC_BASKET2;30110;1;30109;32;;;30115;13;30116;20;;;30112.5;0.0
2;1200;DJEMBES;13418;56;;;;;13420;56;;;;;13419.0;-54.5625
2;1200;KELP;2043;29;;;;;2047;29;;;;;2045.0;10.5419921875
2;1200;CROISSANTS;4266;117;;;;;4267;37;4268;80;;;4266.5;0.0
2;1200;JAMS;6521;190;;;;;6523;190;;;;;6522.0;-1092.0
2;1200;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;36.0
2;1200;PICNIC_BASKET1;58722;13;58721;20;;;58732;1;58733;32;;;58727.0;-1227.75
2;1200;SQUID_INK;1804;29;;;;;1807;29;;;;;1805.5;0.0
2;1300;DJEMBES;13416;52;;;;;13417;52;;;;;13416.5;-205.125
2;1300;RAINFOREST_RESIN;9992;28;;;;;10003;5;10008;28;;;9997.5;36.0
2;1300;KELP;2043;23;;;;;2047;23;;;;;2045.0;10.3955078125
2;1300;CROISSANTS;4266;126;;;;;4267;49;4268;77;;;4266.5;0.0
2;1300;PICNIC_BASKET1;58732;6;58727;5;58722;10;58733;10;58734;17;;;58732.5;-1246.25
2;1300;JAMS;6522;228;;;;;6524;228;;;;;6523.0;-1431.0
2;1300;SQUID_INK;1803;23;;;;;1807;23;;;;;1805.0;0.0
2;1300;PICNIC_BASKET2;30114;6;30111;5;30109;10;30115;27;;;;;30114.5;0.0
2;1400;PICNIC_BASKET1;58724;2;58723;16;58722;23;58733;2;58734;16;58735;23;58728.5;-1307.75
2;1400;SQUID_INK;1804;26;;;;;1807;26;;;;;1805.5;0.0
2;1400;PICNIC_BASKET2;30109;2;30108;39;;;30114;18;30115;23;;;30111.5;0.0
2;1400;DJEMBES;13415;56;;;;;13416;23;13417;33;;;13415.5;-251.0
2;1400;KELP;2043;26;;;;;2047;26;;;;;2045.0;10.6982421875
2;1400;CROISSANTS;4266;158;;;;;4267;60;4268;98;;;4266.5;0.0
2;1400;JAMS;6523;98;6522;110;;;6524;98;6525;110;;;6523.5;-1539.25
2;1400;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;38.0
2;1500;KELP;2043;31;;;;;2044;1;2047;31;;;2043.5;11.4931640625
2;1500;PICNIC_BASKET1;58724;2;58723;16;58722;26;58733;2;58734;42;;;58728.5;-1291.25
2;1500;CROISSANTS;4266;125;;;;;4267;125;;;;;4266.5;0.0
2;1500;JAMS;6523;231;;;;;6525;231;;;;;6524.0;-1737.25
2;1500;SQUID_INK;1804;30;;;;;1807;31;;;;;1805.5;0.0
2;1500;PICNIC_BASKET2;30110;18;30109;26;;;30115;2;30116;42;;;30112.5;0.0
2;1500;DJEMBES;13414;66;;;;;13415;66;;;;;13414.5;-321.125
2;1500;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;38.0
2;1600;PICNIC_BASKET2;30117;1;30116;41;;;30122;13;30123;29;;;30119.5;0.0
2;1600;DJEMBES;13415;70;;;;;13417;70;;;;;13416.0;-242.5
2;1600;KELP;2043;24;;;;;2046;1;2047;23;;;2044.5;11.095703125
2;1600;CROISSANTS;4267;151;;;;;4269;151;;;;;4268.0;0.0
2;1600;JAMS;6523;260;;;;;6525;260;;;;;6524.0;-1778.0
2;1600;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;38.0
2;1600;PICNIC_BASKET1;58734;1;58733;12;58732;29;58743;1;58744;12;58745;29;58738.5;-1925.75
2;1600;SQUID_INK;1803;24;;;;;1806;24;;;;;1804.5;0.0
2;1700;DJEMBES;13416;75;;;;;13417;75;;;;;13416.5;-214.0625
2;1700;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;38.0
2;1700;KELP;2043;24;;;;;2047;24;;;;;2045.0;11.5849609375
2;1700;PICNIC_BASKET1;58730;18;58729;29;;;58741;47;;;;;58735.5;-1708.0
2;1700;CROISSANTS;4268;36;4267;86;;;4269;122;;;;;4268.5;0.0
2;1700;JAMS;6523;225;;;;;6525;225;;;;;6524.0;-1764.5
2;1700;SQUID_INK;1803;24;;;;;1806;24;;;;;1804.5;0.0
2;1700;PICNIC_BASKET2;30119;47;;;;;30125;18;30126;29;;;30122.0;0.0
2;1800;KELP;2043;30;;;;;2047;30;;;;;2045.0;11.5849609375
2;1800;SQUID_INK;1803;2;1802;28;;;1806;30;;;;;1804.5;0.0
2;1800;PICNIC_BASKET1;58726;2;58725;15;58724;15;58735;2;58736;15;58737;15;58730.5;-1445.75
2;1800;PICNIC_BASKET2;30118;2;30117;30;;;30123;17;30124;15;;;30120.5;0.0
2;1800;DJEMBES;13416;45;;;;;13418;45;;;;;13417.0;-183.0625
2;1800;CROISSANTS;4268;35;4267;90;;;4269;125;;;;;4268.5;0.0
2;1800;JAMS;6522;251;;;;;6524;251;;;;;6523.0;-1327.0
2;1800;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;38.0
2;1900;SQUID_INK;1804;2;1803;24;;;1806;2;1807;24;;;1805.0;0.0
2;1900;PICNIC_BASKET1;58721;2;58720;11;58719;30;58730;2;58731;11;58732;30;58725.5;-1134.25
2;1900;CROISSANTS;4267;102;;;;;4269;102;;;;;4268.0;0.0
2;1900;JAMS;6522;55;6521;118;;;6523;55;6524;118;;;6522.5;-1257.25
2;1900;PICNIC_BASKET2;30115;2;30114;41;;;30120;13;30121;30;;;30117.5;0.0
2;1900;DJEMBES;13415;30;13414;38;;;13416;68;;;;;13415.5;-280.6875
2;1900;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;38.0
2;1900;KELP;2043;26;;;;;2047;26;;;;;2045.0;12.369140625
2;2000;PICNIC_BASKET2;30110;11;30109;17;;;30116;28;;;;;30113.0;0.0
2;2000;DJEMBES;13415;56;;;;;13417;56;;;;;13416.0;-237.8125
2;2000;CROISSANTS;4268;55;4267;89;;;4269;139;;;;;4268.5;0.0
2;2000;JAMS;6520;219;;;;;6522;219;;;;;6521.0;-628.25
2;2000;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;38.0
