timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;9
100;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;9
100;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;4
200;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;11
300;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;12
400;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;11
500;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;9
600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;8
700;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11007.0;11
1800;BOT_MAKER;BOT_TAKER;INTARIAN_PEPPER_ROOT;XIRECS;10995.0;3
2900;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11008.0;7
4300;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;6
4500;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11010.0;4
4600;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11011.0;11
6300;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
9000;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;8
9500;BOT;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11013.0;8
9900;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10009.0;2
10800;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
10900;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;6
11100;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10009.0;4
12600;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;2
14700;SUBMISSION;BOT;ASH_COATED_OSMIUM;XIRECS;9998.0;2
16000;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;7
17500;SUBMISSION;BOT_TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;5
19100;BOT_TAKER;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10008.0;3
20700;BOT_TAKER;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;11026.0;5
20800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11024.0;11
20800;SUBMISSION;BOT;INTARIAN_PEPPER_ROOT;XIRECS;11027.0;2
