sub,timestamp,product,side,size,price,mid_at_fill,edge_at_fill,mid_plus_10,mid_plus_50,mid_plus_200,adverse_N2_M10,adverse_N4_M50,realized_pnl_fifo,inv_before,inv_after
296379,400,ASH_COATED_OSMIUM,SELL,8,10010.0,10014.5,-4.5,10001.0,10009.0,10002.0,0,0,0.0,0,-8
296379,500,INTARIAN_PEPPER_ROOT,BUY,9,13007.0,13000.0,-7.0,13003.0,13005.5,13028.0,0,0,0.0,0,9
296379,1400,INTARIAN_PEPPER_ROOT,BUY,10,13008.0,13001.0,-7.0,13002.0,13006.0,13021.0,0,0,0.0,9,19
296379,2700,INTARIAN_PEPPER_ROOT,BUY,8,12998.0,12997.0,-1.0,13004.0,13008.0,13023.0,0,0,0.0,19,27
296379,3400,INTARIAN_PEPPER_ROOT,BUY,12,13010.0,13003.0,-7.0,13002.5,13008.0,13021.5,0,0,0.0,27,39
296379,3600,ASH_COATED_OSMIUM,SELL,3,10018.0,10010.0,8.0,10010.0,10007.5,10005.5,0,0,0.0,-8,-11
296379,3800,ASH_COATED_OSMIUM,SELL,5,10006.0,10011.5,-5.5,10009.0,10007.0,10004.0,0,0,0.0,-11,-16
296379,4100,ASH_COATED_OSMIUM,SELL,3,10006.0,10011.0,-5.0,10009.0,10011.0,10004.0,0,0,0.0,-16,-19
296379,4200,ASH_COATED_OSMIUM,SELL,2,10021.0,10001.0,20.0,10007.5,9998.0,10003.0,1,0,0.0,-19,-21
296379,5000,INTARIAN_PEPPER_ROOT,BUY,5,12999.0,13005.0,6.0,13006.0,13010.0,13026.5,0,0,0.0,39,44
296379,5400,INTARIAN_PEPPER_ROOT,BUY,8,13012.0,13005.0,-7.0,13006.0,13012.0,13025.0,0,0,0.0,44,52
296379,5700,INTARIAN_PEPPER_ROOT,BUY,5,13001.0,13000.0,-1.0,13007.0,13016.0,13026.0,0,0,0.0,52,57
296379,6900,ASH_COATED_OSMIUM,SELL,5,10006.0,10011.5,-5.5,10008.0,10006.0,9996.0,0,0,0.0,-21,-26
296379,7200,ASH_COATED_OSMIUM,SELL,2,10006.0,10012.5,-6.5,10006.5,10005.0,10000.0,0,0,0.0,-26,-28
296379,7400,INTARIAN_PEPPER_ROOT,BUY,10,13014.0,13007.0,-7.0,13008.0,13012.0,13034.0,0,0,0.0,57,67
296379,9100,ASH_COATED_OSMIUM,SELL,4,10006.0,10011.0,-5.0,10007.0,10007.0,9998.0,0,0,0.0,-28,-32
296379,9600,ASH_COATED_OSMIUM,BUY,6,10000.0,10007.0,7.0,10000.0,10004.0,9999.0,1,0,60.0,-32,-26
296379,10000,ASH_COATED_OSMIUM,BUY,8,10000.0,10007.0,7.0,10007.0,10001.0,9999.0,0,1,92.0,-26,-18
296379,10700,ASH_COATED_OSMIUM,SELL,5,10009.0,10012.0,-3.0,10004.5,10004.5,10000.0,0,0,0.0,-18,-23
296379,12100,ASH_COATED_OSMIUM,BUY,5,9996.0,10004.5,8.5,10013.0,10006.0,10000.0,0,0,50.0,-23,-18
296379,12600,INTARIAN_PEPPER_ROOT,BUY,3,13008.0,13007.0,-1.0,13014.0,13018.0,13033.0,0,0,0.0,67,70
296379,14000,ASH_COATED_OSMIUM,SELL,3,10011.0,10004.0,7.0,10001.0,10003.5,10002.0,0,0,0.0,-18,-21
296379,14100,ASH_COATED_OSMIUM,SELL,4,10002.0,10007.0,-5.0,10005.0,10005.0,10002.0,0,0,0.0,-21,-25
296379,15100,ASH_COATED_OSMIUM,SELL,2,10012.0,10005.0,7.0,10008.0,10004.0,10002.0,1,0,0.0,-25,-27
296379,15100,ASH_COATED_OSMIUM,SELL,8,10012.0,10005.0,7.0,10008.0,10004.0,10002.0,1,0,0.0,-27,-35
296379,16100,ASH_COATED_OSMIUM,SELL,4,10003.0,10008.0,-5.0,10006.0,10002.0,10002.0,0,0,0.0,-35,-39
296379,18500,ASH_COATED_OSMIUM,SELL,6,10012.0,10005.0,7.0,10005.0,10004.0,10000.0,0,0,0.0,-39,-45
296379,23000,INTARIAN_PEPPER_ROOT,BUY,4,13017.0,13023.0,6.0,13025.5,13029.5,13037.5,0,0,0.0,70,74
296379,23100,INTARIAN_PEPPER_ROOT,BUY,4,13019.0,13017.5,-1.5,13024.0,13029.5,13041.5,0,0,0.0,74,78
296379,23900,ASH_COATED_OSMIUM,BUY,4,9997.0,10004.0,7.0,10002.0,10007.0,10000.5,0,0,66.0,-45,-41
296379,24300,ASH_COATED_OSMIUM,BUY,4,9996.0,10003.0,7.0,10003.0,9991.0,10003.5,0,1,40.0,-41,-37
296379,24600,ASH_COATED_OSMIUM,BUY,3,9996.0,10003.0,7.0,10002.0,9999.0,10000.0,0,0,30.0,-37,-34
296379,25500,INTARIAN_PEPPER_ROOT,BUY,2,13021.0,13019.5,-1.5,13026.5,13030.5,13038.0,0,0,0.0,78,80
296379,26800,ASH_COATED_OSMIUM,BUY,8,9998.0,9995.5,-2.5,10000.0,9999.0,10001.0,0,0,84.0,-34,-26
296379,30400,ASH_COATED_OSMIUM,SELL,2,10010.0,10001.5,8.5,10000.0,10003.0,10002.5,0,0,0.0,-26,-28
296379,30400,INTARIAN_PEPPER_ROOT,SELL,6,13036.0,13030.0,6.0,13031.0,13035.0,13050.0,0,1,174.0,80,74
296379,32800,ASH_COATED_OSMIUM,BUY,9,9998.0,9994.0,-4.0,10002.0,10002.0,10003.0,0,0,84.0,-28,-19
296379,32800,ASH_COATED_OSMIUM,BUY,4,9991.0,9994.0,3.0,10002.0,10002.0,10003.0,0,0,84.0,-19,-15
296379,33400,ASH_COATED_OSMIUM,BUY,9,9999.0,9995.0,-4.0,10002.0,10000.0,10004.0,0,0,81.0,-15,-6
296379,34000,ASH_COATED_OSMIUM,SELL,7,10009.0,10002.0,7.0,10002.0,10000.0,10004.0,0,0,0.0,-6,-13
296379,34400,INTARIAN_PEPPER_ROOT,SELL,3,13040.0,13041.0,-1.0,13035.0,13039.0,13061.0,0,0,99.0,74,71
296379,34500,ASH_COATED_OSMIUM,BUY,8,9995.0,10002.0,7.0,10002.0,9999.0,10003.0,0,0,126.0,-13,-5
296379,35700,INTARIAN_PEPPER_ROOT,SELL,7,13045.0,13042.5,2.5,13044.0,13041.0,13058.0,0,0,259.0,71,64
296379,35800,INTARIAN_PEPPER_ROOT,BUY,7,13031.0,13030.0,-1.0,13037.0,13041.0,13056.0,0,0,0.0,64,71
296379,36500,ASH_COATED_OSMIUM,SELL,3,10009.0,10002.0,7.0,10001.0,10001.0,10002.5,0,0,0.0,-5,-8
296379,37800,ASH_COATED_OSMIUM,SELL,8,10002.0,10002.0,0.0,10000.0,10002.0,10005.0,0,0,0.0,-8,-16
296379,37900,ASH_COATED_OSMIUM,BUY,4,9991.0,9999.0,8.0,10001.5,10001.0,10006.0,0,0,72.0,-16,-12
