sub,timestamp,product,side,size,price,mid_at_fill,edge_at_fill,mid_plus_10,mid_plus_50,mid_plus_200,adverse_N2_M10,adverse_N4_M50,realized_pnl_fifo,inv_before,inv_after
296317,0,ASH_COATED_OSMIUM,BUY,6,9999.0,10007.0,8.0,10007.5,10009.0,10004.0,0,0,0.0,0,6
296317,1400,INTARIAN_PEPPER_ROOT,BUY,10,13008.0,12999.5,-8.5,13002.0,13006.0,13021.0,0,0,0.0,0,10
296317,1500,INTARIAN_PEPPER_ROOT,BUY,11,13008.0,13001.0,-7.0,12992.0,13006.5,13021.5,1,0,0.0,10,21
296317,3400,INTARIAN_PEPPER_ROOT,BUY,12,13010.0,13003.0,-7.0,13004.0,13008.0,13023.0,0,0,0.0,21,33
296317,3600,ASH_COATED_OSMIUM,SELL,3,10018.0,10010.0,8.0,10010.0,10010.0,10005.5,0,0,57.0,6,3
296317,3800,ASH_COATED_OSMIUM,SELL,5,10006.0,10011.5,-5.5,10009.0,10008.0,10004.0,0,0,21.0,3,-2
296317,4100,ASH_COATED_OSMIUM,SELL,3,10006.0,10006.0,0.0,10010.0,10011.0,10004.0,1,1,0.0,-2,-5
296317,4200,ASH_COATED_OSMIUM,SELL,2,10016.0,10009.0,7.0,10009.0,10008.0,9995.0,0,0,0.0,-5,-7
296317,4800,INTARIAN_PEPPER_ROOT,BUY,4,13007.0,13002.5,-4.5,13006.0,13010.0,13023.5,0,0,0.0,33,37
296317,5000,INTARIAN_PEPPER_ROOT,BUY,5,12996.0,13003.5,7.5,13006.0,13010.0,13023.5,0,0,0.0,37,42
296317,5400,INTARIAN_PEPPER_ROOT,BUY,8,13012.0,13005.0,-7.0,13006.0,13010.0,13015.0,0,0,0.0,42,50
296317,6900,ASH_COATED_OSMIUM,SELL,5,10006.0,10011.5,-5.5,10008.0,10005.0,9997.0,0,0,0.0,-7,-12
296317,7200,ASH_COATED_OSMIUM,SELL,2,10006.0,10012.5,-6.5,10008.0,10005.0,10000.0,0,0,0.0,-12,-14
296317,7400,INTARIAN_PEPPER_ROOT,BUY,10,13014.0,13007.0,-7.0,13008.0,13012.0,13025.5,0,0,0.0,50,60
296317,9100,ASH_COATED_OSMIUM,SELL,4,10006.0,10011.0,-5.0,10008.0,10007.0,9999.0,0,0,0.0,-14,-18
296317,9400,INTARIAN_PEPPER_ROOT,BUY,11,13016.0,13009.0,-7.0,13010.0,13017.0,13029.0,0,0,0.0,60,71
296317,9600,ASH_COATED_OSMIUM,BUY,6,10000.0,10007.0,7.0,10008.0,10004.0,9997.5,0,0,46.0,-18,-12
296317,9900,INTARIAN_PEPPER_ROOT,BUY,8,13005.0,13002.5,-2.5,13011.0,13015.0,13031.5,0,0,0.0,71,79
296317,10000,ASH_COATED_OSMIUM,BUY,8,10000.0,10007.0,7.0,10004.5,10001.0,9999.0,1,1,58.0,-12,-4
296317,10700,ASH_COATED_OSMIUM,SELL,5,10009.0,10012.0,-3.0,10004.5,10007.0,10000.0,0,0,0.0,-4,-9
296317,12100,ASH_COATED_OSMIUM,BUY,5,9999.0,10006.0,7.0,10005.0,9998.0,10000.0,0,1,38.0,-9,-4
296317,12600,INTARIAN_PEPPER_ROOT,BUY,1,13008.0,13005.0,-3.0,13015.5,13018.0,13033.0,0,0,0.0,79,80
296317,14000,ASH_COATED_OSMIUM,SELL,3,10014.0,10005.5,8.5,10001.0,10005.0,10002.0,0,0,0.0,-4,-7
